candidate_id,pair_id,direction,content_index,content_identifier,shape_class_id,shape_class_name,style_index,style_identifier,texture_class_id,texture_class_name,style_strength,image_path,accepted,rejection_reason
cc_166,2,ship_to_deer,5694,test_05694,8,ship,6508,test_06508,4,deer,0.8,task1/generated_images/cue_conflicts/cc_166_shape-ship_texture-deer.png,False,main object shape is no longer visually recognizable
cc_167,2,ship_to_deer,7446,test_07446,8,ship,4642,test_04642,4,deer,0.8,task1/generated_images/cue_conflicts/cc_167_shape-ship_texture-deer.png,True,
cc_168,2,ship_to_deer,3015,test_03015,8,ship,5623,test_05623,4,deer,0.8,task1/generated_images/cue_conflicts/cc_168_shape-ship_texture-deer.png,True,
cc_169,2,ship_to_deer,2191,test_02191,8,ship,3034,test_03034,4,deer,0.8,task1/generated_images/cue_conflicts/cc_169_shape-ship_texture-deer.png,True,
cc_170,2,ship_to_deer,1833,test_01833,8,ship,3994,test_03994,4,deer,0.8,task1/generated_images/cue_conflicts/cc_170_shape-ship_texture-deer.png,True,
cc_171,2,ship_to_deer,1247,test_01247,8,ship,3365,test_03365,4,deer,0.8,task1/generated_images/cue_conflicts/cc_171_shape-ship_texture-deer.png,True,
cc_172,2,ship_to_deer,6434,test_06434,8,ship,7692,test_07692,4,deer,0.8,task1/generated_images/cue_conflicts/cc_172_shape-ship_texture-deer.png,True,
cc_173,2,ship_to_deer,4355,test_04355,8,ship,3512,test_03512,4,deer,0.8,task1/generated_images/cue_conflicts/cc_173_shape-ship_texture-deer.png,True,
cc_174,2,ship_to_deer,4311,test_04311,8,ship,5213,test_05213,4,deer,0.8,task1/generated_images/cue_conflicts/cc_174_shape-ship_texture-deer.png,True,
cc_175,2,ship_to_deer,739,test_00739,8,ship,3458,test_03458,4,deer,0.8,task1/generated_images/cue_conflicts/cc_175_shape-ship_texture-deer.png,True,
cc_176,2,ship_to_deer,962,test_00962,8,ship,5062,test_05062,4,deer,0.8,task1/generated_images/cue_conflicts/cc_176_shape-ship_texture-deer.png,True,
cc_177,2,ship_to_deer,7875,test_07875,8,ship,4629,test_04629,4,deer,0.8,task1/generated_images/cue_conflicts/cc_177_shape-ship_texture-deer.png,True,
cc_178,2,ship_to_deer,4069,test_04069,8,ship,5077,test_05077,4,deer,0.8,task1/generated_images/cue_conflicts/cc_178_shape-ship_texture-deer.png,True,
cc_179,2,ship_to_deer,2342,test_02342,8,ship,3078,test_03078,4,deer,0.8,task1/generated_images/cue_conflicts/cc_179_shape-ship_texture-deer.png,True,
cc_180,3,cat_to_truck,738,test_00738,3,cat,5788,test_05788,9,truck,0.8,task1/generated_images/cue_conflicts/cc_180_shape-cat_texture-truck.png,True,
cc_181,3,cat_to_truck,4168,test_04168,3,cat,6931,test_06931,9,truck,0.8,task1/generated_images/cue_conflicts/cc_181_shape-cat_texture-truck.png,True,
cc_182,3,cat_to_truck,7744,test_07744,3,cat,5590,test_05590,9,truck,0.8,task1/generated_images/cue_conflicts/cc_182_shape-cat_texture-truck.png,True,
cc_183,3,cat_to_truck,176,test_00176,3,cat,1411,test_01411,9,truck,0.8,task1/generated_images/cue_conflicts/cc_183_shape-cat_texture-truck.png,True,
cc_184,3,cat_to_truck,3276,test_03276,3,cat,1836,test_01836,9,truck,0.8,task1/generated_images/cue_conflicts/cc_184_shape-cat_texture-truck.png,True,
cc_185,3,cat_to_truck,672,test_00672,3,cat,2114,test_02114,9,truck,0.8,task1/generated_images/cue_conflicts/cc_185_shape-cat_texture-truck.png,True,
cc_186,3,cat_to_truck,2291,test_02291,3,cat,7544,test_07544,9,truck,0.8,task1/generated_images/cue_conflicts/cc_186_shape-cat_texture-truck.png,False,main object shape is no longer visually recognizable
cc_187,3,cat_to_truck,1204,test_01204,3,cat,2167,test_02167,9,truck,0.8,task1/generated_images/cue_conflicts/cc_187_shape-cat_texture-truck.png,True,
cc_188,3,cat_to_truck,2754,test_02754,3,cat,1022,test_01022,9,truck,0.8,task1/generated_images/cue_conflicts/cc_188_shape-cat_texture-truck.png,True,
cc_189,3,cat_to_truck,4215,test_04215,3,cat,7752,test_07752,9,truck,0.8,task1/generated_images/cue_conflicts/cc_189_shape-cat_texture-truck.png,True,
cc_190,3,cat_to_truck,365,test_00365,3,cat,5508,test_05508,9,truck,0.8,task1/generated_images/cue_conflicts/cc_190_shape-cat_texture-truck.png,True,
cc_191,3,cat_to_truck,3851,test_03851,3,cat,5981,test_05981,9,truck,0.8,task1/generated_images/cue_conflicts/cc_191_shape-cat_texture-truck.png,True,
cc_192,3,cat_to_truck,2536,test_02536,3,cat,3996,test_03996,9,truck,0.8,task1/generated_images/cue_conflicts/cc_192_shape-cat_texture-truck.png,True,
cc_193,3,cat_to_truck,4590,test_04590,3,cat,2414,test_02414,9,truck,0.8,task1/generated_images/cue_conflicts/cc_193_shape-cat_texture-truck.png,True,
cc_194,3,cat_to_truck,3914,test_03914,3,cat,7266,test_07266,9,truck,0.8,task1/generated_images/cue_conflicts/cc_194_shape-cat_texture-truck.png,True,
cc_195,3,cat_to_truck,979,test_00979,3,cat,5851,test_05851,9,truck,0.8,task1/generated_images/cue_conflicts/cc_195_shape-cat_texture-truck.png,True,
cc_196,3,cat_to_truck,7793,test_07793,3,cat,1515,test_01515,9,truck,0.8,task1/generated_images/cue_conflicts/cc_196_shape-cat_texture-truck.png,True,
cc_197,3,cat_to_truck,4908,test_04908,3,cat,7380,test_07380,9,truck,0.8,task1/generated_images/cue_conflicts/cc_197_shape-cat_texture-truck.png,True,
cc_198,3,cat_to_truck,2539,test_02539,3,cat,5447,test_05447,9,truck,0.8,task1/generated_images/cue_conflicts/cc_198_shape-cat_texture-truck.png,True,
cc_199,3,cat_to_truck,4229,test_04229,3,cat,3318,test_03318,9,truck,0.8,task1/generated_images/cue_conflicts/cc_199_shape-cat_texture-truck.png,True,
cc_200,3,cat_to_truck,4463,test_04463,3,cat,603,test_00603,9,truck,0.8,task1/generated_images/cue_conflicts/cc_200_shape-cat_texture-truck.png,True,
cc_201,3,cat_to_truck,5528,test_05528,3,cat,5915,test_05915,9,truck,0.8,task1/generated_images/cue_conflicts/cc_201_shape-cat_texture-truck.png,True,
cc_202,3,cat_to_truck,6952,test_06952,3,cat,131,test_00131,9,truck,0.8,task1/generated_images/cue_conflicts/cc_202_shape-cat_texture-truck.png,True,
cc_203,3,cat_to_truck,3383,test_03383,3,cat,276,test_00276,9,truck,0.8,task1/generated_images/cue_conflicts/cc_203_shape-cat_texture-truck.png,True,
cc_204,3,cat_to_truck,4531,test_04531,3,cat,2011,test_02011,9,truck,0.8,task1/generated_images/cue_conflicts/cc_204_shape-cat_texture-truck.png,False,main object shape is no longer visually recognizable
cc_205,3,cat_to_truck,1531,test_01531,3,cat,3893,test_03893,9,truck,0.8,task1/generated_images/cue_conflicts/cc_205_shape-cat_texture-truck.png,True,
cc_206,3,cat_to_truck,1370,test_01370,3,cat,7938,test_07938,9,truck,0.8,task1/generated_images/cue_conflicts/cc_206_shape-cat_texture-truck.png,True,
cc_207,3,cat_to_truck,3375,test_03375,3,cat,3942,test_03942,9,truck,0.8,task1/generated_images/cue_conflicts/cc_207_shape-cat_texture-truck.png,True,
cc_208,3,cat_to_truck,4323,test_04323,3,cat,2351,test_02351,9,truck,0.8,task1/generated_images/cue_conflicts/cc_208_shape-cat_texture-truck.png,True,
cc_209,3,cat_to_truck,2028,test_02028,3,cat,4449,test_04449,9,truck,0.8,task1/generated_images/cue_conflicts/cc_209_shape-cat_texture-truck.png,True,
cc_210,3,truck_to_cat,7995,test_07995,9,truck,6952,test_06952,3,cat,0.8,task1/generated_images/cue_conflicts/cc_210_shape-truck_texture-cat.png,True,
cc_211,3,truck_to_cat,131,test_00131,9,truck,979,test_00979,3,cat,0.8,task1/generated_images/cue_conflicts/cc_211_shape-truck_texture-cat.png,True,
cc_212,3,truck_to_cat,5572,test_05572,9,truck,4168,test_04168,3,cat,0.8,task1/generated_images/cue_conflicts/cc_212_shape-truck_texture-cat.png,True,
cc_213,3,truck_to_cat,2167,test_02167,9,truck,176,test_00176,3,cat,0.8,task1/generated_images/cue_conflicts/cc_213_shape-truck_texture-cat.png,True,
cc_214,3,truck_to_cat,239,test_00239,9,truck,2536,test_02536,3,cat,0.8,task1/generated_images/cue_conflicts/cc_214_shape-truck_texture-cat.png,True,
cc_215,3,truck_to_cat,5452,test_05452,9,truck,1263,test_01263,3,cat,0.8,task1/generated_images/cue_conflicts/cc_215_shape-truck_texture-cat.png,True,
cc_216,3,truck_to_cat,2114,test_02114,9,truck,2861,test_02861,3,cat,0.8,task1/generated_images/cue_conflicts/cc_216_shape-truck_texture-cat.png,True,
cc_217,3,truck_to_cat,1430,test_01430,9,truck,4531,test_04531,3,cat,0.8,task1/generated_images/cue_conflicts/cc_217_shape-truck_texture-cat.png,True,
cc_218,3,truck_to_cat,3318,test_03318,9,truck,4330,test_04330,3,cat,0.8,task1/generated_images/cue_conflicts/cc_218_shape-truck_texture-cat.png,True,
cc_219,3,truck_to_cat,4723,test_04723,9,truck,7744,test_07744,3,cat,0.8,task1/generated_images/cue_conflicts/cc_219_shape-truck_texture-cat.png,False,main object shape is no longer visually recognizable
cc_220,3,truck_to_cat,1515,test_01515,9,truck,1370,test_01370,3,cat,0.8,task1/generated_images/cue_conflicts/cc_220_shape-truck_texture-cat.png,True,
cc_221,3,truck_to_cat,2062,test_02062,9,truck,3375,test_03375,3,cat,0.8,task1/generated_images/cue_conflicts/cc_221_shape-truck_texture-cat.png,True,
cc_222,3,truck_to_cat,5788,test_05788,9,truck,3562,test_03562,3,cat,0.8,task1/generated_images/cue_conflicts/cc_222_shape-truck_texture-cat.png,True,
cc_223,3,truck_to_cat,5360,test_05360,9,truck,6490,test_06490,3,cat,0.8,task1/generated_images/cue_conflicts/cc_223_shape-truck_texture-cat.png,True,
cc_224,3,truck_to_cat,5447,test_05447,9,truck,738,test_00738,3,cat,0.8,task1/generated_images/cue_conflicts/cc_224_shape-truck_texture-cat.png,True,
cc_225,3,truck_to_cat,4094,test_04094,9,truck,632,test_00632,3,cat,0.8,task1/generated_images/cue_conflicts/cc_225_shape-truck_texture-cat.png,True,
cc_226,3,truck_to_cat,303,test_00303,9,truck,5528,test_05528,3,cat,0.8,task1/generated_images/cue_conflicts/cc_226_shape-truck_texture-cat.png,True,
cc_227,3,truck_to_cat,7380,test_07380,9,truck,4323,test_04323,3,cat,0.8,task1/generated_images/cue_conflicts/cc_227_shape-truck_texture-cat.png,True,
cc_228,3,truck_to_cat,3996,test_03996,9,truck,1563,test_01563,3,cat,0.8,task1/generated_images/cue_conflicts/cc_228_shape-truck_texture-cat.png,True,
cc_229,3,truck_to_cat,1654,test_01654,9,truck,1431,test_01431,3,cat,0.8,task1/generated_images/cue_conflicts/cc_229_shape-truck_texture-cat.png,True,
cc_230,3,truck_to_cat,3893,test_03893,9,truck,4229,test_04229,3,cat,0.8,task1/generated_images/cue_conflicts/cc_230_shape-truck_texture-cat.png,True,
cc_231,3,truck_to_cat,7752,test_07752,9,truck,3276,test_03276,3,cat,0.8,task1/generated_images/cue_conflicts/cc_231_shape-truck_texture-cat.png,False,severe artifacts obscure most of the image
cc_232,3,truck_to_cat,805,test_00805,9,truck,372,test_00372,3,cat,0.8,task1/generated_images/cue_conflicts/cc_232_shape-truck_texture-cat.png,True,
cc_233,3,truck_to_cat,7938,test_07938,9,truck,791,test_00791,3,cat,0.8,task1/generated_images/cue_conflicts/cc_233_shape-truck_texture-cat.png,True,
cc_234,3,truck_to_cat,603,test_00603,9,truck,7793,test_07793,3,cat,0.8,task1/generated_images/cue_conflicts/cc_234_shape-truck_texture-cat.png,True,
cc_235,3,truck_to_cat,1022,test_01022,9,truck,4215,test_04215,3,cat,0.8,task1/generated_images/cue_conflicts/cc_235_shape-truck_texture-cat.png,True,
cc_236,3,truck_to_cat,191,test_00191,9,truck,3914,test_03914,3,cat,0.8,task1/generated_images/cue_conflicts/cc_236_shape-truck_texture-cat.png,True,
cc_237,3,truck_to_cat,1468,test_01468,9,truck,3851,test_03851,3,cat,0.8,task1/generated_images/cue_conflicts/cc_237_shape-truck_texture-cat.png,True,
cc_238,3,truck_to_cat,5915,test_05915,9,truck,4590,test_04590,3,cat,0.8,task1/generated_images/cue_conflicts/cc_238_shape-truck_texture-cat.png,False,main object shape is no longer visually recognizable
cc_239,3,truck_to_cat,5981,test_05981,9,truck,4609,test_04609,3,cat,0.8,task1/generated_images/cue_conflicts/cc_239_shape-truck_texture-cat.png,True,
cc_240,4,dog_to_monkey,685,test_00685,5,dog,1711,test_01711,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_240_shape-dog_texture-monkey.png,True,
cc_241,4,dog_to_monkey,1644,test_01644,5,dog,370,test_00370,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_241_shape-dog_texture-monkey.png,True,
cc_242,4,dog_to_monkey,2334,test_02334,5,dog,323,test_00323,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_242_shape-dog_texture-monkey.png,True,
cc_243,4,dog_to_monkey,3889,test_03889,5,dog,4308,test_04308,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_243_shape-dog_texture-monkey.png,True,
cc_244,4,dog_to_monkey,7776,test_07776,5,dog,5436,test_05436,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_244_shape-dog_texture-monkey.png,True,
cc_245,4,dog_to_monkey,5332,test_05332,5,dog,2746,test_02746,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_245_shape-dog_texture-monkey.png,True,
cc_246,4,dog_to_monkey,6358,test_06358,5,dog,7270,test_07270,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_246_shape-dog_texture-monkey.png,True,
cc_247,4,dog_to_monkey,2427,test_02427,5,dog,3288,test_03288,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_247_shape-dog_texture-monkey.png,True,
cc_248,4,dog_to_monkey,5381,test_05381,5,dog,1296,test_01296,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_248_shape-dog_texture-monkey.png,True,
cc_249,4,dog_to_monkey,6224,test_06224,5,dog,5719,test_05719,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_249_shape-dog_texture-monkey.png,True,
cc_250,4,dog_to_monkey,1552,test_01552,5,dog,4403,test_04403,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_250_shape-dog_texture-monkey.png,True,
cc_251,4,dog_to_monkey,1626,test_01626,5,dog,4748,test_04748,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_251_shape-dog_texture-monkey.png,True,
cc_252,4,dog_to_monkey,2268,test_02268,5,dog,4704,test_04704,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_252_shape-dog_texture-monkey.png,True,
cc_253,4,dog_to_monkey,6414,test_06414,5,dog,4661,test_04661,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_253_shape-dog_texture-monkey.png,True,
cc_254,4,dog_to_monkey,2807,test_02807,5,dog,3467,test_03467,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_254_shape-dog_texture-monkey.png,True,
cc_255,4,dog_to_monkey,6922,test_06922,5,dog,1579,test_01579,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_255_shape-dog_texture-monkey.png,True,
cc_256,4,dog_to_monkey,7041,test_07041,5,dog,29,test_00029,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_256_shape-dog_texture-monkey.png,True,
cc_257,4,dog_to_monkey,4106,test_04106,5,dog,3153,test_03153,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_257_shape-dog_texture-monkey.png,True,
cc_258,4,dog_to_monkey,4953,test_04953,5,dog,1956,test_01956,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_258_shape-dog_texture-monkey.png,True,
cc_259,4,dog_to_monkey,3353,test_03353,5,dog,2854,test_02854,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_259_shape-dog_texture-monkey.png,False,main object shape is no longer visually recognizable
cc_260,4,dog_to_monkey,7413,test_07413,5,dog,6190,test_06190,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_260_shape-dog_texture-monkey.png,True,
cc_261,4,dog_to_monkey,3863,test_03863,5,dog,6772,test_06772,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_261_shape-dog_texture-monkey.png,True,
cc_262,4,dog_to_monkey,5701,test_05701,5,dog,1771,test_01771,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_262_shape-dog_texture-monkey.png,True,
cc_263,4,dog_to_monkey,6716,test_06716,5,dog,1703,test_01703,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_263_shape-dog_texture-monkey.png,True,
cc_264,4,dog_to_monkey,6989,test_06989,5,dog,5450,test_05450,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_264_shape-dog_texture-monkey.png,True,
cc_265,4,dog_to_monkey,2950,test_02950,5,dog,1927,test_01927,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_265_shape-dog_texture-monkey.png,True,
cc_266,4,dog_to_monkey,7130,test_07130,5,dog,1032,test_01032,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_266_shape-dog_texture-monkey.png,True,
cc_267,4,dog_to_monkey,3852,test_03852,5,dog,3542,test_03542,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_267_shape-dog_texture-monkey.png,True,
cc_268,4,dog_to_monkey,568,test_00568,5,dog,5977,test_05977,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_268_shape-dog_texture-monkey.png,True,
cc_269,4,dog_to_monkey,4850,test_04850,5,dog,1884,test_01884,7,monkey,0.8,task1/generated_images/cue_conflicts/cc_269_shape-dog_texture-monkey.png,True,
cc_270,4,monkey_to_dog,29,test_00029,7,monkey,7474,test_07474,5,dog,0.8,task1/generated_images/cue_conflicts/cc_270_shape-monkey_texture-dog.png,True,
cc_271,4,monkey_to_dog,4748,test_04748,7,monkey,3852,test_03852,5,dog,0.8,task1/generated_images/cue_conflicts/cc_271_shape-monkey_texture-dog.png,True,
cc_272,4,monkey_to_dog,1956,test_01956,7,monkey,5381,test_05381,5,dog,0.8,task1/generated_images/cue_conflicts/cc_272_shape-monkey_texture-dog.png,False,main object shape is no longer visually recognizable
cc_273,4,monkey_to_dog,1220,test_01220,7,monkey,1877,test_01877,5,dog,0.8,task1/generated_images/cue_conflicts/cc_273_shape-monkey_texture-dog.png,True,
cc_274,4,monkey_to_dog,4172,test_04172,7,monkey,6922,test_06922,5,dog,0.8,task1/generated_images/cue_conflicts/cc_274_shape-monkey_texture-dog.png,True,
cc_275,4,monkey_to_dog,2501,test_02501,7,monkey,4953,test_04953,5,dog,0.8,task1/generated_images/cue_conflicts/cc_275_shape-monkey_texture-dog.png,True,
cc_276,4,monkey_to_dog,4403,test_04403,7,monkey,1626,test_01626,5,dog,0.8,task1/generated_images/cue_conflicts/cc_276_shape-monkey_texture-dog.png,True,
cc_277,4,monkey_to_dog,6772,test_06772,7,monkey,2950,test_02950,5,dog,0.8,task1/generated_images/cue_conflicts/cc_277_shape-monkey_texture-dog.png,False,main object shape is no longer visually recognizable
cc_278,4,monkey_to_dog,4308,test_04308,7,monkey,7706,test_07706,5,dog,0.8,task1/generated_images/cue_conflicts/cc_278_shape-monkey_texture-dog.png,True,
cc_279,4,monkey_to_dog,1884,test_01884,7,monkey,1095,test_01095,5,dog,0.8,task1/generated_images/cue_conflicts/cc_279_shape-monkey_texture-dog.png,True,
cc_280,4,monkey_to_dog,3467,test_03467,7,monkey,2334,test_02334,5,dog,0.8,task1/generated_images/cue_conflicts/cc_280_shape-monkey_texture-dog.png,True,
cc_281,4,monkey_to_dog,3542,test_03542,7,monkey,2391,test_02391,5,dog,0.8,task1/generated_images/cue_conflicts/cc_281_shape-monkey_texture-dog.png,True,
cc_282,4,monkey_to_dog,1287,test_01287,7,monkey,97,test_00097,5,dog,0.8,task1/generated_images/cue_conflicts/cc_282_shape-monkey_texture-dog.png,True,
cc_283,4,monkey_to_dog,5436,test_05436,7,monkey,7130,test_07130,5,dog,0.8,task1/generated_images/cue_conflicts/cc_283_shape-monkey_texture-dog.png,True,
cc_284,4,monkey_to_dog,323,test_00323,7,monkey,5332,test_05332,5,dog,0.8,task1/generated_images/cue_conflicts/cc_284_shape-monkey_texture-dog.png,True,
cc_285,4,monkey_to_dog,1296,test_01296,7,monkey,5496,test_05496,5,dog,0.8,task1/generated_images/cue_conflicts/cc_285_shape-monkey_texture-dog.png,True,
cc_286,4,monkey_to_dog,1440,test_01440,7,monkey,3863,test_03863,5,dog,0.8,task1/generated_images/cue_conflicts/cc_286_shape-monkey_texture-dog.png,True,
cc_287,4,monkey_to_dog,5719,test_05719,7,monkey,5701,test_05701,5,dog,0.8,task1/generated_images/cue_conflicts/cc_287_shape-monkey_texture-dog.png,True,
cc_288,4,monkey_to_dog,1579,test_01579,7,monkey,3353,test_03353,5,dog,0.8,task1/generated_images/cue_conflicts/cc_288_shape-monkey_texture-dog.png,True,
cc_289,4,monkey_to_dog,2668,test_02668,7,monkey,6716,test_06716,5,dog,0.8,task1/generated_images/cue_conflicts/cc_289_shape-monkey_texture-dog.png,True,
cc_290,4,monkey_to_dog,4661,test_04661,7,monkey,6414,test_06414,5,dog,0.8,task1/generated_images/cue_conflicts/cc_290_shape-monkey_texture-dog.png,True,
cc_291,4,monkey_to_dog,3404,test_03404,7,monkey,378,test_00378,5,dog,0.8,task1/generated_images/cue_conflicts/cc_291_shape-monkey_texture-dog.png,True,
cc_292,4,monkey_to_dog,5450,test_05450,7,monkey,4290,test_04290,5,dog,0.8,task1/generated_images/cue_conflicts/cc_292_shape-monkey_texture-dog.png,True,
cc_293,4,monkey_to_dog,5848,test_05848,7,monkey,4850,test_04850,5,dog,0.8,task1/generated_images/cue_conflicts/cc_293_shape-monkey_texture-dog.png,True,
cc_294,4,monkey_to_dog,3446,test_03446,7,monkey,3889,test_03889,5,dog,0.8,task1/generated_images/cue_conflicts/cc_294_shape-monkey_texture-dog.png,False,main object shape is no longer visually recognizable
cc_295,4,monkey_to_dog,2854,test_02854,7,monkey,2265,test_02265,5,dog,0.8,task1/generated_images/cue_conflicts/cc_295_shape-monkey_texture-dog.png,True,
cc_296,4,monkey_to_dog,6726,test_06726,7,monkey,7776,test_07776,5,dog,0.8,task1/generated_images/cue_conflicts/cc_296_shape-monkey_texture-dog.png,True,
cc_297,4,monkey_to_dog,6650,test_06650,7,monkey,6224,test_06224,5,dog,0.8,task1/generated_images/cue_conflicts/cc_297_shape-monkey_texture-dog.png,True,
cc_298,4,monkey_to_dog,5977,test_05977,7,monkey,5101,test_05101,5,dog,0.8,task1/generated_images/cue_conflicts/cc_298_shape-monkey_texture-dog.png,True,
cc_299,4,monkey_to_dog,1771,test_01771,7,monkey,4570,test_04570,5,dog,0.8,task1/generated_images/cue_conflicts/cc_299_shape-monkey_texture-dog.png,True,
